id,title,text
9388,Fisher Brothers,"Fisher Brothers is a real estate firm in New York City. It was formed by Martin Fisher in 1915, soon joined by his brothers Larry (born 1907), and Zachary (born 1910). The Fisher family has substantial real estate holdings in New York City and elsewhere and are considered one of the ""royal families"" of New York real estate, alongside such clans as the Dursts, Roses, Rudins, and Tishmans. The family's fortune was estimated at $800 million in 1988."
9389,Times Square Ball,"The Times Square Ball is a time ball located in New York City's Times Square. Located on the roof of One Times Square, the ball is a prominent part of a New Year's Eve celebration in Times Square commonly referred to as the ball drop, where the ball descends 141 feet (43 m) in 60 seconds down a specially designed flagpole, beginning at 11: 59: 00 p.m. ET, and resting at midnight to signal the start of the new year. In recent years, the festivities have been preceded by live entertainment, including performances by musicians."
9390,Isabel Gillies,"Isabel Gillies (born February 9, 1970 in New York City, New York) is an American author and former actress. She played Elliot Stabler's wife, Kathy, in Law & Order: Special Victims Unit. Her memoir, ``Happens Every Day, ''was a New York Times bestseller, and her most recent book is the young adult novel Starry Night."
9391,Richard Ravitch,"Richard Ravitch (born July 7, 1933) is an American politician and businessman who served as Lieutenant Governor of New York from 2009 to 2010. He was appointed to the position in July 2009 by New York Governor David Paterson. A native of New York City, he earned a law degree from Yale Law School and has worked in his family's real estate development business, a number of government and government-appointed positions, including with the New York State Urban Development Corporation and Metropolitan Transportation Authority, and in private industry, including tenures as chairman of the Bowery Savings Bank and as the chief owner representative in labor negotiations for Major League Baseball."
9392,2018 U.S. Open (golf),"The 2018 United States Open Championship was the 118th U.S. Open, held June 14 -- 17 at Shinnecock Hills Golf Club in Shinnecock Hills, New York, about eighty miles (130 km) east of New York City on Long Island; it was the fifth time the U.S. Open was held at this course."
9393,New York Times Co. v. United States,"President Richard Nixon had claimed executive authority to force the Times to suspend publication of classified information in its possession. The question before the court was whether the constitutional freedom of the press, guaranteed by the First Amendment, was subordinate to a claimed need of the executive branch of government to maintain the secrecy of information. The Supreme Court ruled that the First Amendment did protect the right of The New York Times to print the materials."
9394,Admission to the Union,"The Admission to the Union Clause of the United States Constitution, oftentimes called the New States Clause, and found at Article IV, Section 3, Clause 1, authorizes the Congress to admit new states into the United States beyond the thirteen already in existence at the time the Constitution went into effect."
9395,Andrey Kivilev,"After Kivilev's death, the UCI made the wearing of helmets compulsory. They had previously tried to introduce this requirement in 1991, but some riders protested this at the Paris -- Nice race, so the rule was not introduced. The nature of Kivilev's death, in that he was a lead rider, in one of the top French cycling teams, racing in a top stage race, coupled with advances in helmet technology, brought the debate back to the fore and conclusively so for the UCI. Whilst many riders were initially still against compulsory helmet use, the UCI ensured the rules requiring helmets to be worn at all times would be in place for the 2003 Giro d'Italia, which started just eight weeks after Kivilev's death. Dissension to the rule was initially high, but the new rules were affirmed in October 2003. Whilst at first the rule was loose and not tightly enforced, especially on mountain - top finishes, it has since been enforced more strictly and helmet - wearing is now ubiquitous in the peloton."
9396,Cheaters,"As of October 2016, Cheaters has started its seventeenth season. On June 2 2018 longtime Cheaters detective Detective Gomez posted on his YouTube page that they will be filming new episodes of Cheaters and will begin to show new episodes in September 2018 after a long hiatus."
9397,Yinchuan Hedong International Airport,"Yinchuan Hedong International Airport is the primary airport serving Yinchuan, the capital of Ningxia Hui Autonomous Region, People's Republic of China. It is located southeast of downtown Yinchuan in the town of Linghe of Lingwu City. A relatively small airport compared to many airports in China, it nevertheless is the autonomous region's main aviation gateway. Its name ""Hedong"" literally means ""East of the River"" and derives from the airport's location east of the Yellow River. It is connected to over 20 cities by either direct flights, or transferring in Xi'an and Beijing. The terminal building covers a total area of . In 2013, the airport handled 4,247,843 passengers, making it the 39th-busiest airport in China."
9398,Bishkek,"In 1925 the Kara-Kirghiz Autonomous Oblast was established in Russian Turkestan, promoting Pishpek to its capital. In 1926 the Communist Party of the Soviet Union renamed the city as ""Frunze"", after the Bolshevik military leader Mikhail Frunze (1885–1925), who was born there. In 1936, the city of Frunze became the capital of the Kirghiz Soviet Socialist Republic, during the final stages of the national delimitation in the Soviet Union."
9399,History of Mexico,"The Aztec capital of Tenochtitlan became the Spanish capital Mexico City, which was and remains the most populous city in Mexico."
9400,Warsaw,"The first historical reference to Warsaw dates back to the year 1313, at a time when Kraków served as the Polish capital city. Due to its central location between the Polish–Lithuanian Commonwealth's capitals of Kraków and Vilnius, Warsaw became the capital of the Commonwealth and of the Crown of the Kingdom of Poland when King Sigismund III Vasa moved his court from Kraków to Warsaw in 1596. After the Third Partition of Poland in 1795, Warsaw was incorporated into the Kingdom of Prussia. In 1806 during the Napoleonic Wars, the city became the official capital of the Grand Duchy of Warsaw, a puppet state of the First French Empire established by Napoleon Bonaparte. In accordance with the decisions of the Congress of Vienna, the Russian Empire annexed Warsaw in 1815 and it became part of the ""Congress Kingdom"". Only in 1918 did it regain independence from the foreign rule and emerge as a new capital of the independent Republic of Poland. The German invasion in 1939, the massacre of the Jewish population and deportations to concentration camps led to the uprising in the Warsaw ghetto in 1943 and to the major and devastating Warsaw Uprising between August and October 1944. Warsaw gained the title of the ""Phoenix City"" because it has survived many wars, conflicts and invasions throughout its long history. Most notably, the city required painstaking rebuilding after the extensive damage it suffered in World War II, which destroyed 85% of its buildings. On 9 November 1940, the city was awarded Poland's highest military decoration for heroism, the Virtuti Militari, during the Siege of Warsaw (1939)."
9401,Dedinje,"Dedinje (; ) is an urban neighborhood of Belgrade, the capital of Serbia. It is located in Belgrade's municipality of Savski Venac. Dedinje is generally considered the wealthiest part of Belgrade, and is the site of numerous villas and mansions owned by the members of the city's plutocracy, as well as many diplomatic residences."
9402,Tocuyito,"Tocuyito is a city of Venezuela, capital of the Libertador Municipality in Carabobo State. It is part of the metropolitan area of Valencia. This city is considered the entry point to Valencia from the motorways that lead to the Southwest (Barquisimeto) and South (towards Cojedes)."
9403,Córdoba Department,"Córdoba Department (, ) is a Department of the Republic of Colombia located to the north of this country in the Colombian Caribbean Region. Córdoba faces to the north with the Caribbean Sea, to the northeast with the Sucre Department, east with the Bolívar Department and south with the Antioquia Department. Its capital is the city of Montería."
9404,Nanjing,"Nanjing, one of the nation's most important cities for over a thousand years, is recognized as one of the Four Great Ancient Capitals of China, and had been the world's largest city aggregately for hundreds of years, enjoyed peace and prosperity and beared wars and disasters. Nanjing served as the capital of Eastern Wu, one of the three major states in the Three Kingdoms period (211-280); the Eastern Jin and each of the Southern Dynasties (Liu Song, Southern Qi, Liang and Chen), which successively ruled southern China from 317-589; the Southern Tang, one of the Ten Kingdoms (937-76); the Ming dynasty when, for the first time, all of China was ruled from the city (1368-1421); and the Republic of China (1927–37, 1945–49) prior to its flight to Taiwan during the Chinese Civil War. The city also served as the seat of the rebel Taiping Heavenly Kingdom (1851–64) and the Japanese puppet regime of Wang Jingwei (1940–45) during the Second Sino-Japanese War, and suffered appalling atrocities in both conflicts, including the Nanjing Massacre. It has been serving as the capital city of Jiangsu province after the China was established, and is still the nominal capital of Republic of China that accommodates many of its important heritage sites, including the Presidential Palace and Sun Yat-sen Mausoleum. Nanjing is famous for human historical landscapes, mountains and waters such as Fuzimiao, Ming Palace, Chaotian Palace, Porcelain Tower, Drum Tower, Stone City, City Wall, Qinhuai River, Xuanwu Lake and Purple Mountain. Key cultural facilities include Nanjing Library, Nanjing Museum and Art Museum."
9405,Voices of Wonder,"Voices of Wonder aka Voice of Wonder Records was one of the most important rock record labels in Oslo, Norway in the early 1990s. The label was fronted by a small and intimate record store on Olaf Ryes plass, which in addition to the labels own artists specialized in the English Earache Records and the American Sub Pop labels."
9406,Zendaya (album),"Zendaya is the eponymous debut studio album by American singer and actress Zendaya, released on September 17, 2013 by Hollywood Records. After acting in the Disney Channel series ""Shake It Up"", Zendaya signed a recording contract with Hollywood Records, in which she began recording her debut in late 2012. ""Zendaya"" consists of 12 songs; musically, the album is a electropop album that incorporates urban pop, R&B and dubstep. Lyrically, the album discusses issues of heartbreak and love. Zendaya co-wrote all the songs on the album."
9407,Jesus Egg That Wept,"Jesus Egg That Wept is the second solo album by Danielle Dax, an English experimental musician and former member of The Lemon Kittens. It was originally recorded and released in 1984 on the Awesome Records label. The album was re-released in 1993 on the Biter Of Thorpe label (BOT131-02CD) and distributed through World Serpent Distribution."
9408,Too Hot to Stop,"Too Hot to Stop is a 1976 album by American funk group The Bar-Kays, and their first for Mercury Records. It includes the hit ""Shake Your Rump to the Funk""."
9409,Ellahy Amen Records,"Ellahy Amen Records is an American-French independent avant-garde record label, launched in 2002 by former Pigface member and experimental/avant-garde musician Leila Bela. The record label is based both in Paris, France and Austin, Texas, United States. Currently, the label has three artists signed to the roster."
9410,A Change Is Gonna Come,"``A Change Is Gonna Come ''is a song by American recording artist Sam Cooke, released on December 22, 1964, by RCA Victor. Produced by Hugo & Luigi and arranged and conducted by René Hall, the song was the B - side to`` Shake''."
9411,Swag It Out,"""Swag It Out"" is the official debut single by American singer Zendaya, known for starring in the series ""Shake It Up"". The song was composed by Bobby Brackins and was released on May 30, 2011 as the first single of Zendaya's career on an independent label, not being included on any album or soundtrack of Walt Disney Records, just their record label."
9412,Shake 'Em On Down,"""Shake 'Em On Down"" is a Delta blues song by American musician Bukka White. He recorded it in Chicago in 1937 around the beginning of his incarceration at the infamous Parchman Prison Farm in Mississippi."
9413,"Shake, Rattle & Roll XV","Shake, Rattle & Roll XV is a 2014 Filipino horror anthology film and the final installment of the franchise directed by Dondon Santos, Jerrold Tarog, and Perci Intalan. The film stars an ensemble cast including Erich Gonzales, JC de Vera, Carla Abellana, Dennis Trillo, Lovi Poe, and Matteo Guidicelli."
9414,Shake Some Action,"Shake Some Action is the fourth studio album by American rock band the Flamin' Groovies. The album was released in June 1976 by Sire Records. The title ""Shake Some Action"" originates from a line in the 1965 film ""None but the Brave""."
9415,The 3 Sounds (album),The 3 Sounds is an album by American pianist Gene Harris recorded in 1971 and released on the Blue Note label. Although it is titled after Harris' group The Three Sounds the album is usually recognised as a solo effort as none of the other original members of the group participated in the recording.
9416,Shake (Sam Cooke song),"""Shake"" is a song written and recorded by Sam Cooke. It was recorded at the last recording session Cooke had before his death on December 11, 1964. In the U.S., the song became a posthumous Top 10 hit for Cooke, peaking at number seven in February 1965."
9417,Ari Borovoy,"Ari Borovoy (born May 29, 1979 in Mexico City) is a founding member of the Latin music children's groups La Onda Vaselina and LemonGrass, which evolved into the successful Latin pop group OV7. As a songwriter, he had a hand in creating several of the group's biggest hits, including ""Aum Aum,"" ""Shake Shake,"" ""Te Necessito"" and ""No Me Voy."" He has also recorded solo albums, starred on telenovelas and in films."
9418,Blue Suede Shoes,"``Blue Suede Shoes ''Single by Elvis Presley from the album Elvis Presley B - side`` Tutti Frutti'' Released March 1956 (1956 - 03) Format 7 - inch 45 rpm, 10 - inch 78 rpm Recorded January 30, 1956 Studio RCA, New York City Genre Rockabilly, rock and roll Length 1: 58 Label RCA Victor Songwriter (s) Carl Perkins Producer (s) Steve Sholes Elvis Presley singles chronology ``Shake, Rattle and Roll ''(1956)`` Blue Suede Shoes'' (1956) ``I Got a Woman ''(1956)"
9419,"New Town, Tasmania","New Town is a suburb of the city of Hobart, Tasmania, Australia, about north of the central business district of Hobart. One of the city's oldest suburbs, it is now an inner city residential suburb. Many of its streets are lined with Federation style cottages. It is surrounded by the suburbs of North Hobart, Mount Stuart, Lenah Valley and Moonah, with the Queen's Domain just to the south-east."
9420,Paris,"Paris is located in northern central France. By road it is 450 kilometres (280 mi) south-east of London, 287 kilometres (178 mi) south of Calais, 305 kilometres (190 mi) south-west of Brussels, 774 kilometres (481 mi) north of Marseille, 385 kilometres (239 mi) north-east of Nantes, and 135 kilometres (84 mi) south-east of Rouen. Paris is located in the north-bending arc of the river Seine and includes two islands, the Île Saint-Louis and the larger Île de la Cité, which form the oldest part of the city. The river's mouth on the English Channel (La Manche) is about 233 mi (375 km) downstream of the city, established around 7600 BC. The city is spread widely on both banks of the river. Overall, the city is relatively flat, and the lowest point is 35 m (115 ft) above sea level. Paris has several prominent hills, the highest of which is Montmartre at 130 m (427 ft). Montmartre gained its name from the martyrdom of Saint Denis, first bishop of Paris, atop the Mons Martyrum, ""Martyr's mound"", in 250."
9421,Amaimo,"Amaimo is an autonomous rural town located in Imo State, southeastern Nigeria. It is located near the city of Owerri. Amaimo is located in the North East of Ikeduru Local Government Area. It is bounded on the North by Ehime in Mbano LGA, on the South and East by Ugiri-Ike and Ahiazu in Mbaise; on the North-West by Inyishi and Eziama in Ikeduru LGA and on the South-West by Amakaohia Ikeduru."
9422,Burton Constable,"Burton Constable is a village and civil parish in the East Riding of Yorkshire, England. It is located approximately north-east of Hull city centre and south-east of the village of Skirlaugh."
9423,Gera (woreda),"Gera is one of the woredas in the Oromia Region of Ethiopia. It is named after the former Kingdom of Gera, whose territory was approximately the same as the modern woreda. Part of the Jimma Zone, Gera is bordered on the south by the Gojeb River which separates it from the Southern Nations, Nationalities and Peoples Region, on the northwest by Sigmo, on the north by Setema, on the northeast by Gomma, and on the east by Seka Chekorsa. The administrative center of this woreda is Chira; other towns in Gera include Cheriko and Dusta."
9424,Ciracas,"Ciracas is a subdistrict (""kecamatan"") of East Jakarta, one of the five administrative cities which form Jakarta, Indonesia. Ciracas is the southernmost subdistrict of Jakarta. The area of Cibubur Scout's camping ground complex is located partly within the Ciracas subdistrict, although the main camping ground area is located in Cipayung subdistrict. The boundaries of Ciracas Subdistrict are Cipinang River to the west, Cipinang River - Jambore Road to the south, Jagorawi Tollroad to the east, and Kelapa Dua Wetan Road to the north."
9425,Moross House,"The Moross House is a house located at 1460 East Jefferson Avenue in Detroit, Michigan. It is one of the oldest surviving brick house in the city; it was designated a Michigan State Historic Site in 1971 and listed on the National Register of Historic Places in 1972."
9426,"Jesus, Take the Wheel","``Jesus, Take the Wheel ''is a song written by Brett James, Hillary Lindsey, and Gordie Sampson, and recorded by American country music artist Carrie Underwood. It was released in October 2005 as the first single from Underwood's debut album Some Hearts. The ballad tells of a woman seeking help from Jesus in an emergency, ultimately letting Jesus take control of her life."
9427,Canadian Armed Forces,"At the end of the Second World War, Canada possessed the fourth-largest air force and fifth-largest naval surface fleet in the world, as well as the largest volunteer army ever fielded. Conscription for overseas service was introduced only near the end of the war, and only 2,400 conscripts actually made it into battle. Originally, Canada was thought to have had the third-largest navy in the world, but with the fall of the Soviet Union, new data based on Japanese and Soviet sources found that to be incorrect."
9428,United Farmers of Quebec,"The genesis of the organization was in protests resulting from the Conscription Crisis of 1917 against the attempt of Robert Borden's federal government to conscript farm youths into the Canadian military during World War I. Quebec farmers organized a large demonstration on Parliament Hill in Ottawa on May 15, 1918 bringing them into contact with the United Farmers national movement."
9429,701 series,"The 701 series is an AC electric multiple unit (EMU) train type operated on local services by East Japan Railway Company (JR East), Aoimori Railway, and Iwate Galaxy Railway (IGR) in Japan. The design is derived from the 209 series commuter EMU, and was intended to replace locomotive-hauled trains formed of 50 series coaches in the north of Japan."
9430,Azure Moon,"The song ""Azure Moon"" is Every Little Thing's 29th single released by the Avex Trax label. ""Azure Moon"" was a ballad single that also included a special acoustic version of their 2003 single ""Soraai"" for Every Little Thing's concert ""Every Little Thing X'mas Acoustic Live at Uragami Tenshudou: Ai no Uta"", which took place at Nagasaki on December 11, 2005. The single peaked in 12th place on its first week at the charts and sold 17,212 copies."
9431,Steamer Range,"The Steamer Range is a series of rock formations branching off the Main Range National Park in Queensland, Australia. They lie at the head of Emu Creek, west of Warwick, in the Main Range. Viewed from most angles, with a little imagination, the range looks like a steamboat."
9432,Stranger Things,"The idea of Stranger Things started with how the brothers felt they could take the concept of the 2013 film Prisoners, detailing the moral struggles a father goes through when his daughter is kidnapped, and expand it out over eight or so hours in a serialized television approach. As they focused on the missing child aspect of the story, they wanted to introduce the idea of ``childlike sensibilities ''they could offer, and toyed around with the idea of a monster that could consume humans. The brothers thought the combination of these things`` was the best thing ever''. To introduce this monster into the narrative, they considered ``bizarre experiments we had read about taking place in the Cold War ''such as Project MKUltra, which gave a way to ground the monster's existence in science rather than something spiritual. This also helped them to decide on using 1983 as the time period, as it was a year before the film Red Dawn came out, which focused on Cold War paranoia. Subsequently, they were able to use all their own personal inspirations from the 1980s, the decade they were born, as elements of the series, crafting it in the realm of science fiction and horror. The Duffer Brothers have cited as influence for the show (among others): Stephen King novels; films produced by Steven Spielberg, John Carpenter, Wes Craven, Robert Zemeckis, George Lucas and Guillermo del Toro; films such as Alien and Stand by Me; Japanese anime such as Akira and Elfen Lied; and video games such as Silent Hill, The Last of Us, and Dark Souls. The Duffer Brothers also believe that they may have brought influences from other works unintentionally, including Beyond the Black Rainbow and D.A.R.Y.L., discovered by reviewing fan feedback on the show."
9433,Modern history,"The Russian Civil War was a multi-party war that occurred within the former Russian Empire after the Russian provisional government collapsed and the Soviets under the domination of the Bolshevik party assumed power, first in Petrograd (St. Petersburg) and then in other places. In the wake of the October Revolution, the old Russian Imperial Army had been demobilized; the volunteer-based Red Guard was the Bolsheviks' main military force, augmented by an armed military component of the Cheka, the Bolshevik state security apparatus. There was an instituted mandatory conscription of the rural peasantry into the Red Army. Opposition of rural Russians to Red Army conscription units was overcome by taking hostages and shooting them when necessary in order to force compliance. Former Tsarist officers were utilized as ""military specialists"" (voenspetsy), taking their families hostage in order to ensure loyalty. At the start of the war, three-fourths of the Red Army officer corps was composed of former Tsarist officers. By its end, 83% of all Red Army divisional and corps commanders were ex-Tsarist soldiers."
9434,History of sugar,"Spanish and Portuguese exploration and conquest in the fifteenth century carried sugar south - west of Iberia. Henry the Navigator introduced cane to Madeira in 1425, while the Spanish, having eventually subdued the Canary Islands, introduced sugar cane to them. In 1493, on his second voyage, Christopher Columbus carried sugarcane seedlings to the New World, in particular Hispaniola."
9435,Carry On Wayward Son,"``Carry On Wayward Son ''Single by Kansas from the album Leftoverture B - side`` Questions of My Childhood'' Released November 19, 1976 Recorded December 1975 Genre Progressive rock, hard rock Length 5: 26 (album version), 3: 26 (single edit) Label Kirshner Songwriter (s) Kerry Livgren Producer (s) Jeff Glixman, Kansas Kansas singles chronology ``It Takes a Woman's Love (To Make a Man) ''(1976)`` Carry On Wayward Son'' (1976) ``What's on My Mind ''(1976)`` It Takes a Woman's Love (To Make a Man)'' (1976) ``Carry On Wayward Son ''(1976)`` What's on My Mind'' (1976)"
9436,Marshall Islands,"A German trading company, the Jaluit Gesellschaft, administered the islands from 1887 until 1905. They conscripted the islanders as laborers and mistreated them. After the German–Spanish Treaty of 1899, in which Germany acquired the Carolines, Palau, and the Marianas from Spain, Germany placed all of its Micronesian islands, including the Marshalls, under the governor of German New Guinea."
9437,Conscription in the United Kingdom,"Conscription in the United Kingdom has existed for two periods in modern times. The first was from 1916 to 1920, the second from 1939 to 1960, with the last conscripted soldiers leaving the service in 1963. Known as Military Service from 1916 to 1920, the system of conscription from 1939 to 1960 was called National Service, but between 1939 and 1948, it was often referred to as ``war service ''in documents relating to National Insurance and pension provision."
9438,Prime Time (Don McLean album),"Prime Time is an album by American singer-songwriter Don McLean, released in December 1977. Drake sampled The Wrong Thing to Do in his song Doing It Wrong from 2011's Take Care."
9439,Absorption of water,"Active absorption refers to the absorption of water by roots with the help of ATP, generated by the root respiration: as the root cells actively take part in the process, it is called active absorption. According to Renner, active absorption takes place in low transpiring and well - watered plants, and 4% of total water absorption is carried out in this process. The active absorption is carried out by two theories; active osmotic water absorption and Active non-osmotic water absorption. In this process energy is required."
9440,The Thing (1982 film),"The Thing (also known as John Carpenter's The Thing) is a 1982 American science - fiction horror film directed by John Carpenter, written by Bill Lancaster, and starring Kurt Russell. The film's title refers to its primary antagonist: a parasitic extraterrestrial lifeform that assimilates other organisms and in turn imitates them. The Thing infiltrates an Antarctic research station, taking the appearance of the researchers that it absorbs, and paranoia develops within the group."
9441,The Things They Carried,"The Things They Carried (1990) is a collection of linked short stories by American novelist Tim O'Brien, about a platoon of American soldiers fighting on the ground in the Vietnam War. His third book about the war, it is based upon his experiences as a soldier in the 23rd Infantry Division."
9442,End Conscription Campaign,"On 24 August 1993 Minister of Defence Kobie Coetsee announced the end of conscription. In 1994 there would be no more call - ups for the one - year initial training. But although conscription was suspended it was not entirely abandoned. Indeed, in January 1994 for the first time there was no call - up for initial training, but at the same time conscripts who had already undergone training could be subject to ``camp ''call - ups, as they were technically subject to military law rather than civilian law. Actually`` camp'' call - ups reached record proportions over the period of the April 1994 elections, and for the first time in history the ECC called on conscripts to consider these call - ups to be different from previous call - ups."
9443,Bird migration,"Bird migration is not limited to birds that can fly. Most species of penguin (Spheniscidae) migrate by swimming. These routes can cover over 1,000 km (620 mi). Dusky grouse Dendragapus obscurus perform altitudinal migration mostly by walking. Emus Dromaius novaehollandiae in Australia have been observed to undertake long-distance movements on foot during droughts."
9444,Mulan (1998 film),"Mulan is a 1998 American animated musical action comedy - drama film produced by Walt Disney Feature Animation for Walt Disney Pictures. It is based on the Chinese legend of Hua Mulan, and was Disney's 36th animated feature. It was directed by Tony Bancroft and Barry Cook, with story by Robert D. San Souci and screenplay by Rita Hsiao, Philip LaZebnik, Chris Sanders, Eugenia Bostwick - Singer, and Raymond Singer. Ming - Na, Eddie Murphy, Miguel Ferrer and B.D. Wong star in the English version, while Jackie Chan provided the voice of Captain Li Shang for the Chinese dubs of the film. The film's plot takes place in China during the Han dynasty, where Fa Mulan, daughter of aged warrior Fa Zhou, impersonates a man to take her father's place during a general conscription to counter a Hun invasion."
9445,1935 Detroit Tigers season,"The 1935 World Series featured the Detroit Tigers and the Chicago Cubs, with the Tigers winning in six games for their first championship in five World Series appearances. They had lost in 1907, 1908, 1909, and 1934."
9446,Jeff Larish,"Jeffrey David Larish (born October 11, 1982) is a retired American professional baseball infielder and outfielder. He played in Major League Baseball (MLB) for the Detroit Tigers and Oakland Athletics."
9447,Clete Thomas,"Michael Clete Thomas (born November 14, 1983) is an American former professional baseball outfielder. He has played in Major League Baseball (MLB) for the Detroit Tigers and Minnesota Twins."
9448,1960–61 NHL season,The 1960–61 NHL season was the 44th season of the National Hockey League. The Chicago Black Hawks defeated the Detroit Red Wings in the 1961 Stanley Cup Final four games to two to win the Stanley Cup. It was the first series since with two American-based teams. It was Chicago's first Cup win since ; they would not win another until .
9449,2002 World Series,"The 2002 World Series was the championship series of Major League Baseball (MLB)'s 2002 season. The 98th edition of the World Series, it was a best - of - seven playoff between the American League (AL) champion Anaheim Angels and the National League (NL) champion San Francisco Giants; the Angels defeated the Giants, four games to three, to win their first World Series championship. The series was played from October 19 -- 27, 2002, at Pacific Bell Park in San Francisco and Edison International Field of Anaheim in Anaheim."
9450,2016 World Series,"The 2016 World Series was the 112th edition of Major League Baseball's championship series, a best - of - seven playoff between the National League (NL) champion Chicago Cubs and the American League (AL) champion Cleveland Indians, the first meeting of those franchises in postseason history. The series was played between October 25 and November 2. The Indians had home - field advantage because the AL had won the 2016 All - Star Game. It was also the last World Series to have home - field advantage determined by the All - Star Game results; since 2017, home - field advantage is awarded to the team with the better record."
9451,Detroit,"In the years following the mid-1930s, Detroit was referred to as the ""City of Champions"" after the Tigers, Lions, and Red Wings captured all three major professional sports championships in a seven-month period of time (the Tigers won the World Series in October 1935; the Lions won the NFL championship in December 1935; the Red Wings won the Stanley Cup in April 1936). In 1932, Eddie ""The Midnight Express"" Tolan from Detroit won the 100- and 200-meter races and two gold medals at the 1932 Summer Olympics. Joe Louis won the heavyweight championship of the world in 1937."
9452,2016 World Series,"The Cubs defeated the Indians when they won 4 games to 3 to win their first World Series since 1908. Game 7, an 8 -- 7 victory in extra innings, marked the fifth time that a Game 7 had gone past nine innings and the first since 1997 (which, coincidentally, also featured the Indians). It was also the first to have a rain delay which occurred as the tenth inning was about to start. The Cubs became the sixth team to come back from a 3 - 1 deficit to win a best - of - seven World Series, following the 1925 Pittsburgh Pirates, the 1958 New York Yankees, the 1968 Detroit Tigers, the 1979 Pittsburgh Pirates, and the 1985 Kansas City Royals. This was the second time and the first since 1948 where the World Series score was even."
9453,Hal Newhouser,"Harold Newhouser (May 20, 1921 – November 10, 1998), nicknamed ""Prince Hal,"" was an American professional baseball player. In Major League Baseball (MLB), he pitched 17 seasons on the Detroit Tigers and Cleveland Indians, from 1939 through 1955. Newhouser was an All-Star for six seasons, and was considered to be the most dominating pitcher of the World War II era of baseball, winning a pitcher's triple crown for the Tigers in 1945. He was inducted into the National Baseball Hall of Fame in 1992."
9454,Arisan!,"Arisan! is a 2003 Indonesian film that has drawn more than 100,000 viewers. It is the first Indonesian film with a gay theme, and the first Indonesian film to use high-definition color enhancement. It uses a mixture of English, standard Indonesian and Jakartan slang. ""Arisan!"" became the second film in Indonesian film history to win all six major awards in Festival Film Indonesia (FFI), including Best Picture, Best Director, Best Actor, Best Actress, Best Supporting Actor, and Best Supporting Actress, after ""Ibunda"" in 1986. ""Arisan!"" was also the first film in Indonesian film history to include two men kissing, by the characters Sakti and Nino (Tora Sudiro and Surya Saputra). Because of this, the two won Best Actor and Best Supporting Actor at the Festival Film Indonesia (FFI)."
9455,The Truth About Men,"The Truth About Men is the eighth studio album released by American country music artist Tracy Byrd and written by Paul Overstreet, Rory Lee Feek and Tim Johnson. Released in 2003 as his final album for RCA Nashville, it features the singles ""The Truth About Men"", ""Drinkin' Bone"", and ""How'd I Wind Up in Jamaica"". Before its release, Byrd charted in the country top 40 with the single ""Lately (Been Dreamin' 'bout Babies)"", which does not appear on the album."
9456,ACS Macro Letters,"ACS Macro Letters is a peer-reviewed scientific journal published by the American Chemical Society. , ""ACS Macro Letters"" has the highest impact factor of any journal in the field of polymer science (6.131). With the launch of ""ACS Macro Letters"", all Communications to the Editor that were formerly published in ""Macromolecules"" will be published as Letters in ""ACS Macro Letters"". Researchers are advised turn to ""ACS Macro Letters"" for reports of early, urgent results in polymer science and to ""Macromolecules"" for more detailed discussions of comprehensive research findings."
9457,Journal of Chemometrics,"The Journal of Chemometrics is a monthly peer-reviewed scientific journal published since 1987 by John Wiley & Sons. It publishes original scientific papers, reviews, and short communications on fundamental and applied aspects of chemometrics. The current editor-in-chief is Paul J. Gemperline (East Carolina University)."
9458,Annals of Botany,"Annals of Botany is a monthly peer-reviewed scientific journal, founded in 1887, that publishes research articles, brief communications, and reviews in all areas of botany. The journal is supported and managed by Annals of Botany Company, a non-profit educational charity, and published through Oxford University Press. According to the 2011 ""Journal Citation Reports"" it has an impact factor of 4.041, in 2016 ranking 22nd out of 211 in the category Plant Sciences."
9459,The Review of Communication,The Review of Communication is a peer-reviewed online academic journal which is published by Routledge for the National Communication Association. It publishes scholarship that advances the discipline of communication through the study of major themes that cross the disciplinary sub-fields. The current editor is Pat J. Gehrke.
9460,Electronic Communications in Probability,"The Electronic Communications in Probability is a peer-reviewed open access scientific journal published by the Institute of Mathematical Statistics and the Bernoulli Society. The editor-in-chief is Giambattista Giacomin (Paris Diderot University). It contains short articles covering probability theory, whereas its sister journal, the ""Electronic Journal of Probability"", publishes full-length papers and shares the same editorial board, but with a different editor-in-chief."
9461,Macromolecular Materials and Engineering,"Macromolecular Materials and Engineering is a monthly peer-reviewed scientific journal covering polymer science. It publishes Reviews, Feature Articles, Communications, and Full Papers on design, modification, characterization, and processing of advanced polymeric materials. Published topics include materials research on engineering polymers, tailor-made functional polymer systems, and new polymer additives. According to the ""Journal Citation Reports"", the journal has a 2013 impact factor of 2.781."
9462,Environmental Science & Technology,"Environmental Science & Technology is a biweekly peer-reviewed scientific journal published since 1967 by the American Chemical Society. It covers research in environmental science and environmental technology, including environmental policy. ""Environmental Science & Technology"" has a sister journal, ""Environmental Science & Technology Letters"", which publishes short communications."
